"","Date","Time","Day","Station","Code","Min Delay","Min Gap","Bound","Line","Vehicle","OID_","line","line_1","POINT_X","POINT_Y","CODE.DESCRIPTION"
"7712",2024-04-21,"20:08","Sunday","Finch","MUIS",0,0,NA,"YU",0,64,"Yonge-University",1,-79.415772005,43.780682365,"Injured or ill Customer (In Station) - Transported"
"7713",2024-04-21,"21:19","Sunday","Coxwell","MUIS",0,0,NA,"BD",0,25,"Bloor-Danforth",2,-79.324124363,43.684123636,"Injured or ill Customer (In Station) - Transported"
"7714",2024-04-21,"21:26","Sunday","Greenwood","MUIS",0,0,NA,"BD",0,24,"Bloor-Danforth",2,-79.330241533,43.682819638,"Injured or ill Customer (In Station) - Transported"
"7715",2024-04-21,"22:48","Sunday","Warden","SUO",0,0,NA,"BD",0,29,"Bloor-Danforth",2,-79.278911529,43.712536504,"Passenger Other"
"7716",2024-04-21,"22:50","Sunday","Royal York","MUI",20,25,"W","BD",5006,2,"Bloor-Danforth",2,-79.5114851,43.648068731,"Injured or ill Customer (On Train) - Transported"
"7717",2024-04-21,"23:41","Sunday","Wilson","MUI",9,15,"S","YU",5536,37,"Yonge-University",1,-79.450119364,43.733997597,"Injured or ill Customer (On Train) - Transported"
"7718",2024-04-21,"23:49","Sunday","Coxwell","PUMST",0,0,"E","BD",5285,25,"Bloor-Danforth",2,-79.324124363,43.684123636,"Station Stairway Incident "
"7719",2024-04-21,"00:12","Sunday","Queen","SUDP",0,0,"S","YU",0,51,"Yonge-University",1,-79.379455679,43.652393313,"Disorderly Patron"
"7720",2024-04-21,"00:48","Sunday","Main","MUIS",0,0,"W","BD",0,27,"Bloor-Danforth",2,-79.302409246,43.688875715,"Injured or ill Customer (In Station) - Transported"
"7721",2024-04-21,"01:50","Sunday","Sheppard West","MUIS",0,0,NA,"YU",0,36,"Yonge-University",1,-79.462584556,43.750410786,"Injured or ill Customer (In Station) - Transported"
"7722",2024-04-22,"02:08","Monday","Vaughan Met. Centre","MUIS",0,0,"S","YU",0,70,"Yonge-University",0,-79.526543035,43.793593306,"Injured or ill Customer (In Station) - Transported"
"7723",2024-04-22,"02:10","Monday","Finch West","PUMEL",0,0,NA,"YU",0,74,"Yonge-University",0,-79.490993428,43.7634986,"Escalator/Elevator Incident"
"7724",2024-04-22,"02:29","Monday","Sheppard West","MUIS",0,0,NA,"YU",0,36,"Yonge-University",1,-79.462584556,43.750410786,"Injured or ill Customer (In Station) - Transported"
"7725",2024-04-22,"06:07","Monday","Ossington","PUMST",0,0,"W","BD",0,11,"Bloor-Danforth",2,-79.425870865,43.662438965,"Station Stairway Incident "
"7726",2024-04-22,"07:32","Monday","Sheppard West","MUIS",0,0,NA,"YU",0,36,"Yonge-University",1,-79.462584556,43.750410786,"Injured or ill Customer (In Station) - Transported"
"7727",2024-04-22,"07:39","Monday","Wilson","PUOPO",0,0,"S","YU",5631,37,"Yonge-University",1,-79.450119364,43.733997597,"OPTO (COMMS) Train Door Monitoring"
"7728",2024-04-22,"07:42","Monday","Broadview","SUO",0,0,"W","BD",5285,20,"Bloor-Danforth",2,-79.358879712,43.676784225,"Passenger Other"
"7729",2024-04-22,"07:45","Monday","Broadview","MUD",7,9,"W","BD",5054,20,"Bloor-Danforth",2,-79.358879712,43.676784225,"Door Problems - Passenger Related"
"7730",2024-04-22,"08:21","Monday","Kipling","TUMVS",32,34,"W","BD",5054,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Operator Violated Signal"
"7731",2024-04-22,"09:07","Monday","Spadina","MUSC",0,0,"W","BD",5302,14,"Bloor-Danforth",2,-79.404053464,43.667271999,"Miscellaneous Speed Control"
"7732",2024-04-22,"09:09","Monday","Warden","MUIS",0,0,NA,"BD",0,29,"Bloor-Danforth",2,-79.278911529,43.712536504,"Injured or ill Customer (In Station) - Transported"
"7733",2024-04-22,"09:40","Monday","Islington","EUSC",0,0,"E","BD",5289,1,"Bloor-Danforth",2,-79.523970386,43.645471587,"Speed Control Equipment  "
"7734",2024-04-22,"12:14","Monday","St Patrick","MUIS",0,0,"S","YU",0,46,"Yonge-University",1,-79.388514008,43.654744649,"Injured or ill Customer (In Station) - Transported"
"7735",2024-04-22,"12:50","Monday","Union","MUD",5,10,"N","YU",5586,49,"Yonge-University",1,-79.380694393,43.64566489,"Door Problems - Passenger Related"
"7736",2024-04-22,"13:06","Monday","Queen's Park","PUOPO",0,0,"S","YU",5871,45,"Yonge-University",1,-79.390699978,43.659788798,"OPTO (COMMS) Train Door Monitoring"
"7737",2024-04-22,"13:08","Monday","Union","SUDP",7,12,"N","YU",6036,49,"Yonge-University",1,-79.380694393,43.64566489,"Disorderly Patron"
"7738",2024-04-22,"13:47","Monday","Eglinton","PUMEL",0,0,NA,"YU",0,59,"Yonge-University",1,-79.398622359,43.706765596,"Escalator/Elevator Incident"
"7739",2024-04-22,"14:04","Monday","Sheppard West","MUIS",0,0,NA,"YU",0,36,"Yonge-University",1,-79.462584556,43.750410786,"Injured or ill Customer (In Station) - Transported"
"7740",2024-04-22,"15:00","Monday","Finch West","SUDP",22,27,"N","YU",5916,74,"Yonge-University",0,-79.490993428,43.7634986,"Disorderly Patron"
"7741",2024-04-22,"15:20","Monday","Main","SUO",0,0,"W","BD",5081,27,"Bloor-Danforth",2,-79.302409246,43.688875715,"Passenger Other"
"7742",2024-04-22,"15:24","Monday","St Clair","PUOPO",4,9,"N","YU",5956,57,"Yonge-University",1,-79.393589409,43.68818861,"OPTO (COMMS) Train Door Monitoring"
"7743",2024-04-22,"15:30","Monday","Queen's Park","MUATC",8,13,"N","YU",5466,45,"Yonge-University",1,-79.390699978,43.659788798,"ATC Project"
"7744",2024-04-22,"15:57","Monday","Davisville","SUO",15,20,"S","YU",5676,58,"Yonge-University",1,-79.397541379,43.698088363,"Passenger Other"
"7745",2024-04-22,"15:58","Monday","Finch","MUI",5,10,"S","YU",5926,64,"Yonge-University",1,-79.415772005,43.780682365,"Injured or ill Customer (On Train) - Transported"
"7746",2024-04-22,"16:20","Monday","Vaughan Met. Centre","TUSUP",3,6,"S","YU",6116,70,"Yonge-University",0,-79.526543035,43.793593306,"Supervisory Error"
"7747",2024-04-22,"16:41","Monday","Wellesley","SUAP",92,95,"S","YU",5421,54,"Yonge-University",1,-79.383695522,43.665093566,"Assault / Patron Involved"
"7748",2024-04-22,"16:44","Monday","Dundas","PUOPO",0,0,"N","YU",5536,52,"Yonge-University",1,-79.381123655,43.656277584,"OPTO (COMMS) Train Door Monitoring"
"7749",2024-04-22,"16:46","Monday","Osgoode","MUIS",0,0,"N","YU",0,47,"Yonge-University",1,-79.386829953,43.650814436,"Injured or ill Customer (In Station) - Transported"
"7750",2024-04-22,"16:52","Monday","St Clair","MUO",0,0,NA,"YU",0,57,"Yonge-University",1,-79.393589409,43.68818861,"Miscellaneous Other"
"7751",2024-04-22,"17:16","Monday","St Clair","MUPAA",5,8,"S","YU",5636,57,"Yonge-University",1,-79.393589409,43.68818861,"Passenger Assistance Alarm Activated - No Trouble Found"
"7752",2024-04-22,"17:24","Monday","Bloor","MUPAA",3,6,"N","YU",5496,17,"Bloor-Danforth",2,-79.3832,43.67,"Passenger Assistance Alarm Activated - No Trouble Found"
"7753",2024-04-22,"17:45","Monday","Lawrence","MUIR",5,8,"N","YU",5496,60,"Yonge-University",1,-79.402403683,43.725028561,"Injured or ill Customer (On Train) - Medical Aid Refused"
"7754",2024-04-22,"18:07","Monday","High Park","MUIRS",0,0,"W","BD",0,6,"Bloor-Danforth",2,-79.466011721,43.654103444,"Injured or ill Customer (In Station) - Medical Aid Refused"
"7755",2024-04-22,"18:18","Monday","Wellesley","MUO",0,0,"N","YU",5841,54,"Yonge-University",1,-79.383695522,43.665093566,"Miscellaneous Other"
"7756",2024-04-22,"18:21","Monday","Sheppard","SUDP",4,7,"N","YU",5871,62,"Yonge-University",1,-79.411104746,43.761474916,"Disorderly Patron"
"7757",2024-04-22,"19:33","Monday","St Clair","MUO",4,7,"S","YU",5456,57,"Yonge-University",1,-79.393589409,43.68818861,"Miscellaneous Other"
"7758",2024-04-22,"19:52","Monday","Lawrence","SUDP",6,11,"S","YU",6006,60,"Yonge-University",1,-79.402403683,43.725028561,"Disorderly Patron"
"7759",2024-04-22,"20:11","Monday","Kipling","SUDP",9,14,"E","BD",5278,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Disorderly Patron"
"7760",2024-04-22,"20:19","Monday","Donlands","SUO",0,0,"E","BD",5053,23,"Bloor-Danforth",2,-79.337800388,43.681180597,"Passenger Other"
"7761",2024-04-22,"20:27","Monday","Yonge","MUIS",0,0,NA,"BD",0,17,"Yonge-University",1,-79.38594519,43.670985406,"Injured or ill Customer (In Station) - Transported"
"7762",2024-04-22,"20:43","Monday","College","MUIS",0,0,"N","YU",0,53,"Yonge-University",1,-79.383313131,43.661307158,"Injured or ill Customer (In Station) - Transported"
"7763",2024-04-22,"21:05","Monday","Dufferin","MUIS",0,0,NA,"BD",0,10,"Bloor-Danforth",2,-79.435516833,43.660191777,"Injured or ill Customer (In Station) - Transported"
"7764",2024-04-22,"21:19","Monday","St Clair","PUOPO",9,14,"N","YU",5986,57,"Yonge-University",1,-79.393589409,43.68818861,"OPTO (COMMS) Train Door Monitoring"
"7765",2024-04-22,"21:26","Monday","Kennedy","PUSI",62,67,"W","BD",5140,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Signals or Related Components Failure "
"7766",2024-04-22,"22:09","Monday","Yorkdale","MUIS",0,0,NA,"YU",0,38,"Yonge-University",1,-79.447865439,43.725026597,"Injured or ill Customer (In Station) - Transported"
"7767",2024-04-22,"22:27","Monday","Sherbourne","SUDP",0,0,NA,"BD",0,18,"Bloor-Danforth",2,-79.377134499,43.672095117,"Disorderly Patron"
"7768",2024-04-22,"22:28","Monday","Dundas","SUAP",0,0,"N","YU",5856,52,"Yonge-University",1,-79.381123655,43.656277584,"Assault / Patron Involved"
"7769",2024-04-22,"23:14","Monday","Finch","PUSCR",6,12,"S","YU",5941,64,"Yonge-University",1,-79.415772005,43.780682365,"Subway Car Radio Fault "
"7770",2024-04-22,"23:21","Monday","Museum","MUI",12,17,"S","YU",6041,44,"Yonge-University",1,-79.393731641,43.667212514,"Injured or ill Customer (On Train) - Transported"
"7771",2024-04-22,"23:25","Monday","Yonge","SUO",16,21,"E","BD",5150,17,"Yonge-University",1,-79.38594519,43.670985406,"Passenger Other"
"7772",2024-04-22,"23:26","Monday","Dundas","SUROB",0,0,NA,"YU",0,52,"Yonge-University",1,-79.381123655,43.656277584,"Robbery"
"7773",2024-04-22,"23:26","Monday","Bloor","SUO",0,0,"N","YU",6091,17,"Bloor-Danforth",2,-79.3832,43.67,"Passenger Other"
"7774",2024-04-22,"23:31","Monday","Keele","MUI",8,13,"E","BD",5071,7,"Bloor-Danforth",2,-79.460276072,43.655377717,"Injured or ill Customer (On Train) - Transported"
"7775",2024-04-22,"23:51","Monday","Yonge","MUPLC",0,0,NA,"BD",0,17,"Yonge-University",1,-79.38594519,43.670985406,"Fire/Smoke Plan C"
"7776",2024-04-22,"23:57","Monday","Woodbine","TUSC",0,0,"E","BD",5150,26,"Bloor-Danforth",2,-79.313208456,43.686505466,"Operator Overspeeding"
"7777",2024-04-22,"00:09","Monday","Keele","SUDP",5,10,"E","BD",5278,7,"Bloor-Danforth",2,-79.460276072,43.655377717,"Disorderly Patron"
"7778",2024-04-22,"00:20","Monday","Davisville","MUPAA",0,0,"N","YU",5816,58,"Yonge-University",1,-79.397541379,43.698088363,"Passenger Assistance Alarm Activated - No Trouble Found"
"7779",2024-04-22,"00:23","Monday","Spadina","SUO",0,0,"W","BD",5324,14,"Bloor-Danforth",2,-79.404053464,43.667271999,"Passenger Other"
"7780",2024-04-22,"00:24","Monday","Spadina","SUDP",0,0,"S","YU",5861,14,"Bloor-Danforth",2,-79.404053464,43.667271999,"Disorderly Patron"
"7781",2024-04-22,"01:01","Monday","Union","SUUT",0,0,NA,"YU",5916,49,"Yonge-University",1,-79.380694393,43.64566489,"Unauthorized at Track Level"
"7782",2024-04-22,"01:27","Monday","Union","SUUT",0,0,"N","YU",56,49,"Yonge-University",1,-79.380694393,43.64566489,"Unauthorized at Track Level"
"7783",2024-04-22,"10:27","Monday","Leslie","PUSO",0,0,"W","SHP",6146,67,"Sheppard",4,-79.364339368,43.771598608,"S/E/C Department Other"
"7784",2024-04-22,"15:54","Monday","Bessarion","PUOPO",0,0,"E","SHP",6156,68,"Sheppard",4,-79.376851072,43.769153336,"OPTO (COMMS) Train Door Monitoring"
"7785",2024-04-22,"23:27","Monday","Bayview","SUUT",8,15,"W","SHP",6151,66,"Sheppard",4,-79.388257361,43.766544641,"Unauthorized at Track Level"
"7786",2024-04-23,"02:15","Tuesday","Kennedy","MUIS",0,0,NA,"BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Injured or ill Customer (In Station) - Transported"
"7787",2024-04-23,"05:03","Tuesday","Queen's Park","MUNCA",0,0,NA,"YU",0,45,"Yonge-University",1,-79.390699978,43.659788798,NA
"7788",2024-04-23,"05:54","Tuesday","Kipling","SUG",7,14,"E","BD",5018,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Graffiti / Scratchiti"
"7789",2024-04-23,"06:22","Tuesday","Bloor","SUO",7,10,"N","YU",5501,17,"Bloor-Danforth",2,-79.3832,43.67,"Passenger Other"
"7790",2024-04-23,"06:28","Tuesday","Donlands","TUNIP",5,8,"W","BD",5084,23,"Bloor-Danforth",2,-79.337800388,43.681180597,"Operator Not In Position"
"7791",2024-04-23,"06:28","Tuesday","Yonge","SUO",0,0,"W","BD",5012,17,"Yonge-University",1,-79.38594519,43.670985406,"Passenger Other"
"7792",2024-04-23,"06:36","Tuesday","Union","MUIR",14,17,"N","YU",5876,49,"Yonge-University",1,-79.380694393,43.64566489,"Injured or ill Customer (On Train) - Medical Aid Refused"
"7793",2024-04-23,"06:52","Tuesday","St Clair","MUI",12,15,"N","YU",6091,57,"Yonge-University",1,-79.393589409,43.68818861,"Injured or ill Customer (On Train) - Transported"
"7794",2024-04-23,"07:23","Tuesday","Runnymede","PUSRA",4,7,"W","BD",5259,5,"Bloor-Danforth",2,-79.476740393,43.651750604,"Subway Radio System Fault "
"7795",2024-04-23,"07:55","Tuesday","Yonge","SUO",0,0,"W","BD",0,17,"Yonge-University",1,-79.38594519,43.670985406,"Passenger Other"
"7796",2024-04-23,"09:10","Tuesday","Royal York","MUSC",0,0,"E","BD",5283,2,"Bloor-Danforth",2,-79.5114851,43.648068731,"Miscellaneous Speed Control"
"7797",2024-04-23,"10:17","Tuesday","Kennedy","MUPAA",4,8,"W","BD",5259,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Passenger Assistance Alarm Activated - No Trouble Found"
"7798",2024-04-23,"11:12","Tuesday","Bloor","SUDP",0,0,"S","YU",6076,17,"Bloor-Danforth",2,-79.3832,43.67,"Disorderly Patron"
"7799",2024-04-23,"11:12","Tuesday","Eglinton","SUO",6,11,"S","YU",6076,59,"Yonge-University",1,-79.398622359,43.706765596,"Passenger Other"
"7800",2024-04-23,"11:18","Tuesday","Spadina","SUUT",7,11,"W","BD",5139,14,"Bloor-Danforth",2,-79.404053464,43.667271999,"Unauthorized at Track Level"
"7801",2024-04-23,"11:32","Tuesday","Bloor","SUO",3,8,"S","YU",5876,17,"Bloor-Danforth",2,-79.3832,43.67,"Passenger Other"
"7802",2024-04-23,"11:44","Tuesday","Runnymede","MUSAN",7,11,"W","BD",5289,5,"Bloor-Danforth",2,-79.476740393,43.651750604,"Unsanitary Vehicle"
"7803",2024-04-23,"12:13","Tuesday","King","MUATC",0,0,"N","YU",5931,50,"Yonge-University",1,-79.378120778,43.649110941,"ATC Project"
"7804",2024-04-23,"12:23","Tuesday","Lansdowne","MUDD",6,10,"E","BD",5181,9,"Bloor-Danforth",2,-79.442988936,43.659060096,"Door Problems - Debris Related"
"7805",2024-04-23,"12:46","Tuesday","Pape","MUPAA",0,0,"E","BD",5181,22,"Bloor-Danforth",2,-79.345169803,43.679744803,"Passenger Assistance Alarm Activated - No Trouble Found"
"7806",2024-04-23,"12:49","Tuesday","Runnymede","SUO",0,0,NA,"BD",0,5,"Bloor-Danforth",2,-79.476740393,43.651750604,"Passenger Other"
"7807",2024-04-23,"13:19","Tuesday","Donlands","MUIRS",0,0,NA,"BD",0,23,"Bloor-Danforth",2,-79.337800388,43.681180597,"Injured or ill Customer (In Station) - Medical Aid Refused"
"7808",2024-04-23,"13:21","Tuesday","College","MUIS",0,0,NA,"YU",0,53,"Yonge-University",1,-79.383313131,43.661307158,"Injured or ill Customer (In Station) - Transported"
"7809",2024-04-23,"13:43","Tuesday","Kennedy","EUSC",3,7,"W","BD",5267,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Speed Control Equipment  "
"7810",2024-04-23,"13:53","Tuesday","Victoria Park","PUTDN",3,7,"W","BD",5267,28,"Bloor-Danforth",2,-79.28985976,43.69445053,"Debris At Track Level - Uncontrollable"
"7811",2024-04-23,"14:23","Tuesday","Dundas","SUO",0,0,"N","YU",5816,52,"Yonge-University",1,-79.381123655,43.656277584,"Passenger Other"
"7812",2024-04-23,"14:48","Tuesday","Sheppard West","TUNIP",10,15,"N","YU",5896,36,"Yonge-University",1,-79.462584556,43.750410786,"Operator Not In Position"
"7813",2024-04-23,"15:27","Tuesday","Dupont","MUATC",0,0,"S","YU",5496,43,"Yonge-University",1,-79.40731305,43.674800945,"ATC Project"
"7814",2024-04-23,"15:41","Tuesday","Summerhill","MUIR",7,12,"S","YU",5386,56,"Yonge-University",1,-79.390913388,43.68210859,"Injured or ill Customer (On Train) - Medical Aid Refused"
"7815",2024-04-23,"15:46","Tuesday","Main","SUO",0,0,NA,"BD",0,27,"Bloor-Danforth",2,-79.302409246,43.688875715,"Passenger Other"
"7816",2024-04-23,"15:46","Tuesday","Union","MUIS",0,0,NA,"YU",0,49,"Yonge-University",1,-79.380694393,43.64566489,"Injured or ill Customer (In Station) - Transported"
"7817",2024-04-23,"16:15","Tuesday","Kennedy","MUIRS",0,0,NA,"BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Injured or ill Customer (In Station) - Medical Aid Refused"
"7818",2024-04-23,"16:18","Tuesday","King","MUI",13,16,"S","YU",5916,50,"Yonge-University",1,-79.378120778,43.649110941,"Injured or ill Customer (On Train) - Transported"
"7819",2024-04-23,"16:30","Tuesday","St George","SUDP",3,6,"E","BD",5368,15,"Yonge-University",1,-79.397849346,43.668584618,"Disorderly Patron"
"7820",2024-04-23,"16:32","Tuesday","York Mills","MUPAA",3,6,"N","YU",5891,61,"Yonge-University",1,-79.406415409,43.744225634,"Passenger Assistance Alarm Activated - No Trouble Found"
"7821",2024-04-23,"16:43","Tuesday","Eglinton West","MUSAN",12,15,"S","YU",5511,41,"Yonge-University",1,-79.436190432,43.698722631,"Unsanitary Vehicle"
"7822",2024-04-23,"16:47","Tuesday","Sheppard","SUDP",3,6,"N","YU",5856,62,"Yonge-University",1,-79.411104746,43.761474916,"Disorderly Patron"
"7823",2024-04-23,"17:01","Tuesday","Dundas","MUPAA",4,7,"N","YU",5951,52,"Yonge-University",1,-79.381123655,43.656277584,"Passenger Assistance Alarm Activated - No Trouble Found"
"7824",2024-04-23,"17:31","Tuesday","St Clair West","PUMST",0,0,NA,"YU",0,42,"Yonge-University",1,-79.415524426,43.68370091,"Station Stairway Incident "
"7825",2024-04-23,"17:51","Tuesday","Wellesley","SUDP",4,7,"S","YU",5981,54,"Yonge-University",1,-79.383695522,43.665093566,"Disorderly Patron"
"7826",2024-04-23,"18:09","Tuesday","Finch","MUSAN",3,6,"S","YU",5506,64,"Yonge-University",1,-79.415772005,43.780682365,"Unsanitary Vehicle"
"7827",2024-04-23,"18:36","Tuesday","Museum","SUDP",0,0,"S","YU",5491,44,"Yonge-University",1,-79.393731641,43.667212514,"Disorderly Patron"
"7828",2024-04-23,"18:59","Tuesday","Rosedale","MUPAA",5,8,"N","YU",5946,55,"Yonge-University",1,-79.388772396,43.677128586,"Passenger Assistance Alarm Activated - No Trouble Found"
"7829",2024-04-23,"19:40","Tuesday","Union","SUDP",0,0,"N","YU",0,49,"Yonge-University",1,-79.380694393,43.64566489,"Disorderly Patron"
"7830",2024-04-23,"19:48","Tuesday","St Patrick","MUNCA",0,0,NA,"YU",0,46,"Yonge-University",1,-79.388514008,43.654744649,NA
"7831",2024-04-23,"20:23","Tuesday","Kennedy","TUMVS",0,0,"E","BD",5181,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Operator Violated Signal"
"7832",2024-04-23,"20:33","Tuesday","Bloor","MUIS",0,0,NA,"YU",0,17,"Bloor-Danforth",2,-79.3832,43.67,"Injured or ill Customer (In Station) - Transported"
"7833",2024-04-23,"20:56","Tuesday","Kennedy","SUDP",15,21,"W","BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Disorderly Patron"
"7834",2024-04-23,"21:15","Tuesday","Wellesley","SUO",0,0,NA,"YU",0,54,"Yonge-University",1,-79.383695522,43.665093566,"Passenger Other"
"7835",2024-04-23,"21:39","Tuesday","Donlands","TUO",3,9,"W","BD",5011,23,"Bloor-Danforth",2,-79.337800388,43.681180597,"Transportation Department - Other"
"7836",2024-04-23,"21:51","Tuesday","Donlands","SUUT",36,45,"W","BD",5295,23,"Bloor-Danforth",2,-79.337800388,43.681180597,"Unauthorized at Track Level"
"7837",2024-04-23,"21:54","Tuesday","Ossington","MUIS",0,0,NA,"BD",0,11,"Bloor-Danforth",2,-79.425870865,43.662438965,"Injured or ill Customer (In Station) - Transported"
"7838",2024-04-23,"22:39","Tuesday","Woodbine","MUSC",0,0,"E","BD",5181,26,"Bloor-Danforth",2,-79.313208456,43.686505466,"Miscellaneous Speed Control"
"7839",2024-04-23,"23:02","Tuesday","Dundas","MUIS",0,0,NA,"YU",0,52,"Yonge-University",1,-79.381123655,43.656277584,"Injured or ill Customer (In Station) - Transported"
"7840",2024-04-23,"23:13","Tuesday","Davisville","MUNCA",0,0,NA,"YU",0,58,"Yonge-University",1,-79.397541379,43.698088363,NA
"7841",2024-04-23,"23:45","Tuesday","Sherbourne","MUIS",0,0,"E","BD",0,18,"Bloor-Danforth",2,-79.377134499,43.672095117,"Injured or ill Customer (In Station) - Transported"
"7842",2024-04-23,"00:00","Tuesday","Museum","PUOPO",4,9,"N","YU",5956,44,"Yonge-University",1,-79.393731641,43.667212514,"OPTO (COMMS) Train Door Monitoring"
"7843",2024-04-23,"00:13","Tuesday","St Andrew","MUD",12,17,"N","YU",5811,48,"Yonge-University",1,-79.384995002,43.647601241,"Door Problems - Passenger Related"
"7844",2024-04-23,"00:21","Tuesday","Coxwell","SUO",0,0,NA,"BD",0,25,"Bloor-Danforth",2,-79.324124363,43.684123636,"Passenger Other"
"7845",2024-04-23,"00:36","Tuesday","Dundas West","MUIR",17,22,"E","BD",5199,8,"Bloor-Danforth",2,-79.452665671,43.657117263,"Injured or ill Customer (On Train) - Medical Aid Refused"
"7846",2024-04-23,"00:49","Tuesday","College","MUIS",0,0,NA,"YU",0,53,"Yonge-University",1,-79.383313131,43.661307158,"Injured or ill Customer (In Station) - Transported"
"7847",2024-04-23,"01:30","Tuesday","Kennedy","SUDP",0,0,NA,"BD",5328,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Disorderly Patron"
"7848",2024-04-23,"03:34","Tuesday","Bessarion","SUG",0,0,"E","SHP",6161,68,"Sheppard",4,-79.376851072,43.769153336,"Graffiti / Scratchiti"
"7849",2024-04-23,"21:15","Tuesday","Don Mills","SUO",3,10,"W","SHP",6156,69,"Sheppard",4,-79.347243483,43.775060927,"Passenger Other"
"7850",2024-04-24,"02:00","Wednesday","Kennedy","MUIS",0,0,NA,"BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Injured or ill Customer (In Station) - Transported"
"7851",2024-04-24,"02:24","Wednesday","Eglinton","MUIS",0,0,NA,"YU",0,59,"Yonge-University",1,-79.398622359,43.706765596,"Injured or ill Customer (In Station) - Transported"
"7852",2024-04-24,"02:53","Wednesday","Kipling","MUIS",0,0,NA,"BD",0,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Injured or ill Customer (In Station) - Transported"
"7853",2024-04-24,"02:55","Wednesday","Finch","SUO",0,0,NA,"YU",0,64,"Yonge-University",1,-79.415772005,43.780682365,"Passenger Other"
"7854",2024-04-24,"05:41","Wednesday","Woodbine","PUTWZ",10,0,"E","BD",5203,26,"Bloor-Danforth",2,-79.313208456,43.686505466,"Work Zone Problems - Track"
"7855",2024-04-24,"05:48","Wednesday","Main","PUTWZ",5,0,"W","BD",5051,27,"Bloor-Danforth",2,-79.302409246,43.688875715,"Work Zone Problems - Track"
"7856",2024-04-24,"05:49","Wednesday","Warden","TUO",0,0,"W","BD",5051,29,"Bloor-Danforth",2,-79.278911529,43.712536504,"Transportation Department - Other"
"7857",2024-04-24,"05:56","Wednesday","Greenwood","SUG",5,10,"E","BD",5032,24,"Bloor-Danforth",2,-79.330241533,43.682819638,"Graffiti / Scratchiti"
"7858",2024-04-24,"05:57","Wednesday","Sheppard West","EUME",4,10,"N","YU",6036,36,"Yonge-University",1,-79.462584556,43.750410786,"RC&S Maintenance Error - (Human)"
"7859",2024-04-24,"06:13","Wednesday","Victoria Park","MUIS",0,0,NA,"BD",0,28,"Bloor-Danforth",2,-79.28985976,43.69445053,"Injured or ill Customer (In Station) - Transported"
"7860",2024-04-24,"06:20","Wednesday","Ossington","PUTOE",12,15,"W","BD",5081,11,"Bloor-Danforth",2,-79.425870865,43.662438965,"T & S Operator Related Problems"
"7861",2024-04-24,"07:33","Wednesday","Castle Frank","EUNT",3,5,"E","BD",5194,19,"Bloor-Danforth",2,-79.36830536,43.674104619,"Equipment - No Trouble Found"
"7862",2024-04-24,"07:37","Wednesday","Islington","MUSC",0,0,"E","BD",5342,1,"Bloor-Danforth",2,-79.523970386,43.645471587,"Miscellaneous Speed Control"
"7863",2024-04-24,"07:52","Wednesday","Warden","TUO",0,0,"W","BD",5193,29,"Bloor-Danforth",2,-79.278911529,43.712536504,"Transportation Department - Other"
"7864",2024-04-24,"08:05","Wednesday","Royal York","MUIE",0,0,NA,"BD",0,2,"Bloor-Danforth",2,-79.5114851,43.648068731,"Injured Employee"
"7865",2024-04-24,"08:29","Wednesday","Kennedy","MUIS",0,0,NA,"BD",0,30,"Bloor-Danforth",2,-79.264538997,43.732246741,"Injured or ill Customer (In Station) - Transported"
"7866",2024-04-24,"08:46","Wednesday","St Clair","PUMO",0,0,NA,"YU",0,57,"Yonge-University",1,-79.393589409,43.68818861,"Station Other"
"7867",2024-04-24,"08:57","Wednesday","Vaughan Met. Centre","MUATC",4,7,"S","YU",6116,70,"Yonge-University",0,-79.526543035,43.793593306,"ATC Project"
"7868",2024-04-24,"09:10","Wednesday","Kipling","SUDP",0,0,NA,"BD",0,0,"Bloor-Danforth",2,-79.536179398,43.637142249,"Disorderly Patron"
"7869",2024-04-24,"09:13","Wednesday","Bloor","SUO",0,0,"S","YU",5531,17,"Bloor-Danforth",2,-79.3832,43.67,"Passenger Other"
"7870",2024-04-24,"09:34","Wednesday","Dundas West","SUDP",0,0,NA,"BD",0,8,"Bloor-Danforth",2,-79.452665671,43.657117263,"Disorderly Patron"
"7871",2024-04-24,"09:52","Wednesday","Bay","PUMST",0,0,NA,"BD",0,16,"Bloor-Danforth",2,-79.390213766,43.670138305,"Station Stairway Incident "
"7872",2024-04-24,"09:58","Wednesday","Sheppard West","MUPAA",0,0,"N","YU",5566,36,"Yonge-University",1,-79.462584556,43.750410786,"Passenger Assistance Alarm Activated - No Trouble Found"
